timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1697729258024,968,Register Random User,200,,Stress Test  1-100,text,true,,390,677,1,1,http://localhost:8081/api/users/,946,0,196
1697729259007,1146,Login,200,,Stress Test  1-100,text,true,,28508,1150,2,3,http://localhost:8081/,375,0,0
1697729259007,375,Login-0,302,,Stress Test  1-100,,true,,412,710,2,3,http://localhost:8081/authenticate,375,0,0
1697729259394,759,Login-1,200,,Stress Test  1-100,text,true,,28096,440,2,3,http://localhost:8081/,753,0,0
1697729259452,698,Register Random User,409,,Stress Test  1-99,text,false,Status code should be 200,689,677,2,3,http://localhost:8081/api/users/,697,0,2
1697729259580,613,Register Random User,409,,Load Test  2-20,text,false,Status code should be 200,689,677,1,3,http://localhost:8081/api/users/,613,0,3
1697729260313,690,Register Random User,409,,Spike Test  4-10,text,false,Status code should be 200,689,677,1,4,http://localhost:8081/api/users/,690,0,4
1697729260160,875,Create Post,200,,Stress Test  1-100,text,true,,561,581,2,4,http://localhost:8081/api/post/auth/creator,875,0,0
1697729260195,1052,Login,200,,Load Test  2-20,text,true,,28508,1154,1,5,http://localhost:8081/,436,0,0
1697729260195,436,Login-0,302,,Load Test  2-20,,true,,412,714,1,5,http://localhost:8081/authenticate,436,0,0
1697729260632,615,Login-1,200,,Load Test  2-20,text,true,,28096,440,1,5,http://localhost:8081/,612,0,0
1697729260163,1099,Login,200,,Stress Test  1-99,text,true,,28508,1170,3,5,http://localhost:8081/,482,0,0
1697729260163,482,Login-0,302,,Stress Test  1-99,,true,,412,730,3,5,http://localhost:8081/authenticate,482,0,0
1697729260646,616,Login-1,200,,Stress Test  1-99,text,true,,28096,440,3,5,http://localhost:8081/,613,0,0
1697729261248,494,Register Random User,409,,Stress Test  1-98,text,false,Status code should be 200,689,677,3,6,http://localhost:8081/api/users/,494,0,3
1697729261005,845,Login,200,,Spike Test  4-10,text,true,,28508,1178,1,6,http://localhost:8081/,317,0,0
1697729261005,317,Login-0,302,,Spike Test  4-10,,true,,412,738,1,6,http://localhost:8081/authenticate,317,0,0
1697729261323,527,Login-1,200,,Spike Test  4-10,text,true,,28096,440,1,6,http://localhost:8081/,523,0,0
1697729261160,774,Delete Post,200,,Stress Test  1-100,,true,,303,603,3,6,http://localhost:8081/api/post/auth/manager?postId=1443,774,0,0
1697729261576,471,Register Random User,409,,Load Test  2-19,text,false,Status code should be 200,689,677,2,6,http://localhost:8081/api/users/,471,0,2
1697729261250,952,Create Post,500,,Load Test  2-20,text,false,Status code should be 200,929,581,2,7,http://localhost:8081/api/post/auth/creator,952,0,0
1697729262205,14,Delete Post,400,,Load Test  2-20,text,false,Status code should be 200,800,597,2,7,http://localhost:8081/api/post/auth/manager?postId=,14,0,3
1697729261265,1008,Create Post,500,,Stress Test  1-99,text,false,Status code should be 200,929,581,3,7,http://localhost:8081/api/post/auth/creator,1008,0,0
1697729262275,11,Delete Post,400,,Stress Test  1-99,text,false,Status code should be 200,800,603,3,7,http://localhost:8081/api/post/auth/manager?postId=,11,0,3
1697729261976,534,Register Random User,409,,Stress Test  1-100,text,false,Status code should be 200,689,677,3,8,http://localhost:8081/api/users/,533,0,2
1697729261744,942,Login,200,,Stress Test  1-98,text,true,,28508,1158,3,8,http://localhost:8081/,296,0,0
1697729261744,296,Login-0,302,,Stress Test  1-98,,true,,412,718,3,8,http://localhost:8081/authenticate,296,0,0
1697729262040,646,Login-1,200,,Stress Test  1-98,text,true,,28096,440,3,8,http://localhost:8081/,646,0,0
1697729262159,626,Register Random User,409,,Endurance Test  3-10,text,false,Status code should be 200,689,677,1,8,http://localhost:8081/api/users/,626,0,1
1697729262296,549,Register Random User,409,,Stress Test  1-99,text,false,Status code should be 200,689,677,3,8,http://localhost:8081/api/users/,549,0,2
1697729262232,617,Register Random User,409,,Load Test  2-20,text,false,Status code should be 200,689,677,2,8,http://localhost:8081/api/users/,617,0,2
1697729261853,1079,Create Post,200,,Spike Test  4-10,text,true,,561,581,2,8,http://localhost:8081/api/post/auth/creator,1079,0,0
1697729262326,618,Register Random User,409,,Spike Test  4-9,text,false,Status code should be 200,689,677,2,8,http://localhost:8081/api/users/,618,0,2
1697729262049,1041,Login,200,,Load Test  2-19,text,true,,28508,1158,2,9,http://localhost:8081/,358,0,0
1697729262049,358,Login-0,302,,Load Test  2-19,,true,,412,718,2,9,http://localhost:8081/authenticate,358,0,0
1697729262408,682,Login-1,200,,Load Test  2-19,text,true,,28096,440,2,9,http://localhost:8081/,679,0,0
1697729262512,992,Login,200,,Stress Test  1-100,text,true,,28508,1158,4,9,http://localhost:8081/,325,0,0
1697729262512,325,Login-0,302,,Stress Test  1-100,,true,,412,718,4,9,http://localhost:8081/authenticate,325,0,0
1697729262838,666,Login-1,200,,Stress Test  1-100,text,true,,28096,440,4,9,http://localhost:8081/,662,0,0
1697729263052,489,Register Random User,409,,Stress Test  1-97,text,false,Status code should be 200,689,677,4,9,http://localhost:8081/api/users/,489,0,1
1697729262847,905,Login,200,,Stress Test  1-99,text,true,,28508,1166,4,10,http://localhost:8081/,308,0,0
1697729262847,308,Login-0,302,,Stress Test  1-99,,true,,412,726,4,10,http://localhost:8081/authenticate,308,0,0
1697729263156,596,Login-1,200,,Stress Test  1-99,text,true,,28096,440,4,10,http://localhost:8081/,596,0,0
1697729262851,901,Login,200,,Load Test  2-20,text,true,,28508,1182,3,10,http://localhost:8081/,310,0,0
1697729262851,310,Login-0,302,,Load Test  2-20,,true,,412,742,3,10,http://localhost:8081/authenticate,310,0,0
1697729263162,590,Login-1,200,,Load Test  2-20,text,true,,28096,440,3,10,http://localhost:8081/,590,0,0
1697729262787,965,Login,200,,Endurance Test  3-10,text,true,,28508,1154,1,10,http://localhost:8081/,326,0,0
1697729262787,326,Login-0,302,,Endurance Test  3-10,,true,,412,714,1,10,http://localhost:8081/authenticate,326,0,0
1697729263114,638,Login-1,200,,Endurance Test  3-10,text,true,,28096,440,1,10,http://localhost:8081/,638,0,0
1697729262946,943,Login,200,,Spike Test  4-9,text,true,,28508,1146,2,10,http://localhost:8081/,315,0,0
1697729262946,315,Login-0,302,,Spike Test  4-9,,true,,412,706,2,10,http://localhost:8081/authenticate,315,0,0
1697729263262,627,Login-1,200,,Spike Test  4-9,text,true,,28096,440,2,10,http://localhost:8081/,623,0,0
1697729262935,1105,Delete Post,200,,Spike Test  4-10,,true,,303,611,2,10,http://localhost:8081/api/post/auth/manager?postId=1446,1105,0,0
1697729263576,491,Register Random User,409,,Load Test  2-18,text,false,Status code should be 200,689,677,3,10,http://localhost:8081/api/users/,491,0,3
1697729262689,1431,Create Post,500,,Stress Test  1-98,text,false,Status code should be 200,929,581,4,10,http://localhost:8081/api/post/auth/creator,1431,0,0
1697729264122,11,Delete Post,400,,Stress Test  1-98,text,false,Status code should be 200,800,587,4,10,http://localhost:8081/api/post/auth/manager?postId=,11,0,3
1697729263092,1205,Create Post,500,,Load Test  2-19,text,false,Status code should be 200,929,581,3,10,http://localhost:8081/api/post/auth/creator,1205,0,0
1697729264299,12,Delete Post,400,,Load Test  2-19,text,false,Status code should be 200,800,599,3,10,http://localhost:8081/api/post/auth/manager?postId=,11,0,3
1697729263543,867,Login,200,,Stress Test  1-97,text,true,,28508,1174,4,11,http://localhost:8081/,300,0,0
1697729263543,300,Login-0,302,,Stress Test  1-97,,true,,412,734,4,11,http://localhost:8081/authenticate,300,0,0
1697729263844,566,Login-1,200,,Stress Test  1-97,text,true,,28096,440,4,11,http://localhost:8081/,563,0,0
1697729264045,460,Register Random User,409,,Spike Test  4-10,text,false,Status code should be 200,689,677,3,11,http://localhost:8081/api/users/,460,0,1
1697729264152,505,Register Random User,409,,Stress Test  1-98,text,false,Status code should be 200,689,677,4,11,http://localhost:8081/api/users/,505,0,2
1697729264314,471,Register Random User,409,,Spike Test  4-8,text,false,Status code should be 200,689,677,3,11,http://localhost:8081/api/users/,471,0,3
1697729264315,572,Register Random User,409,,Load Test  2-19,text,false,Status code should be 200,689,677,3,12,http://localhost:8081/api/users/,572,0,2
1697729264068,861,Login,200,,Load Test  2-18,text,true,,28508,1162,3,12,http://localhost:8081/,298,0,0
1697729264068,298,Login-0,302,,Load Test  2-18,,true,,412,722,3,12,http://localhost:8081/authenticate,298,0,0
1697729264366,563,Login-1,200,,Load Test  2-18,text,true,,28096,440,3,12,http://localhost:8081/,560,0,0
1697729263507,1626,Create Post,200,,Stress Test  1-100,text,true,,561,581,5,12,http://localhost:8081/api/post/auth/creator,1626,0,0
1697729263757,1496,Create Post,500,,Endurance Test  3-10,text,false,Status code should be 200,773,581,1,12,http://localhost:8081/api/post/auth/creator,1495,0,0
1697729265255,12,Delete Post,400,,Endurance Test  3-10,text,false,Status code should be 200,800,591,1,12,http://localhost:8081/api/post/auth/manager?postId=,12,0,3
1697729264848,440,Register Random User,409,,Stress Test  1-96,text,false,Status code should be 200,689,677,5,12,http://localhost:8081/api/users/,440,0,2
1697729263754,1536,Create Post,500,,Stress Test  1-99,text,false,Status code should be 200,773,581,5,12,http://localhost:8081/api/post/auth/creator,1535,0,0
1697729265292,11,Delete Post,400,,Stress Test  1-99,text,false,Status code should be 200,800,607,5,12,http://localhost:8081/api/post/auth/manager?postId=,11,0,3
1697729264506,822,Login,200,,Spike Test  4-10,text,true,,28508,1170,3,12,http://localhost:8081/,257,0,0
1697729264506,257,Login-0,302,,Spike Test  4-10,,true,,412,730,3,12,http://localhost:8081/authenticate,257,0,0
1697729264764,564,Login-1,200,,Spike Test  4-10,text,true,,28096,440,3,12,http://localhost:8081/,560,0,0
1697729263755,1771,Create Post,200,,Load Test  2-20,text,true,,561,581,3,12,http://localhost:8081/api/post/auth/creator,1770,0,0
1697729264658,874,Login,200,,Stress Test  1-98,text,true,,28508,1154,5,12,http://localhost:8081/,262,0,0
1697729264658,262,Login-0,302,,Stress Test  1-98,,true,,412,714,5,12,http://localhost:8081/authenticate,262,0,0
1697729264921,611,Login-1,200,,Stress Test  1-98,text,true,,28096,440,5,12,http://localhost:8081/,608,0,0
1697729264787,933,Login,200,,Spike Test  4-8,text,true,,28508,1150,3,13,http://localhost:8081/,273,0,0
1697729264787,273,Login-0,302,,Spike Test  4-8,,true,,412,710,3,13,http://localhost:8081/authenticate,273,0,0
1697729265060,660,Login-1,200,,Spike Test  4-8,text,true,,28096,440,3,13,http://localhost:8081/,656,0,0
1697729265272,472,Register Random User,409,,Endurance Test  3-10,text,false,Status code should be 200,689,677,1,13,http://localhost:8081/api/users/,472,0,2
1697729265308,483,Register Random User,409,,Stress Test  1-99,text,false,Status code should be 200,689,677,5,13,http://localhost:8081/api/users/,483,0,2
1697729263891,1935,Create Post,200,,Spike Test  4-9,text,true,,561,581,3,13,http://localhost:8081/api/post/auth/creator,1935,0,0
1697729264889,970,Login,200,,Load Test  2-19,text,true,,28508,1166,4,13,http://localhost:8081/,261,0,0
1697729264889,261,Login-0,302,,Load Test  2-19,,true,,412,726,4,13,http://localhost:8081/authenticate,261,0,0
1697729265151,708,Login-1,200,,Load Test  2-19,text,true,,28096,440,4,13,http://localhost:8081/,704,0,0
1697729265577,534,Register Random User,409,,Load Test  2-17,text,false,Status code should be 200,689,677,4,13,http://localhost:8081/api/users/,534,0,2
1697729265289,987,Login,200,,Stress Test  1-96,text,true,,28508,1182,5,14,http://localhost:8081/,286,0,0
1697729265289,286,Login-0,302,,Stress Test  1-96,,true,,412,742,5,14,http://localhost:8081/authenticate,286,0,0
1697729265576,700,Login-1,200,,Stress Test  1-96,text,true,,28096,440,5,14,http://localhost:8081/,697,0,0
1697729264412,2406,Create Post,500,,Stress Test  1-97,text,false,Status code should be 200,773,581,6,16,http://localhost:8081/api/post/auth/creator,2406,0,0
1697729266820,13,Delete Post,400,,Stress Test  1-97,text,false,Status code should be 200,800,591,6,16,http://localhost:8081/api/post/auth/manager?postId=,12,0,3
1697729265746,1236,Login,200,,Endurance Test  3-10,text,true,,28508,1170,2,16,http://localhost:8081/,349,0,0
1697729265746,349,Login-0,302,,Endurance Test  3-10,,true,,412,730,2,16,http://localhost:8081/authenticate,349,0,0
1697729266095,887,Login-1,200,,Endurance Test  3-10,text,true,,28096,440,2,16,http://localhost:8081/,884,0,0
1697729266157,930,Register Random User,409,,Endurance Test  3-9,text,false,Status code should be 200,689,677,2,16,http://localhost:8081/api/users/,930,0,2
1697729266314,1029,Register Random User,409,,Spike Test  4-7,text,false,Status code should be 200,689,677,4,16,http://localhost:8081/api/users/,1029,0,2
1697729264931,2888,Create Post,500,,Load Test  2-18,text,false,Status code should be 200,773,581,5,17,http://localhost:8081/api/post/auth/creator,2888,0,0
1697729267822,10,Delete Post,400,,Load Test  2-18,text,false,Status code should be 200,800,597,5,17,http://localhost:8081/api/post/auth/manager?postId=,10,0,2
1697729265792,2075,Login,200,,Stress Test  1-99,text,true,,28508,1154,6,17,http://localhost:8081/,720,0,0
1697729265792,720,Login-0,302,,Stress Test  1-99,,true,,412,714,6,17,http://localhost:8081/authenticate,720,0,0
1697729266513,1354,Login-1,200,,Stress Test  1-99,text,true,,28096,440,6,17,http://localhost:8081/,1351,0,0
1697729266648,1482,Register Random User,409,,Stress Test  1-95,text,false,Status code should be 200,689,677,6,17,http://localhost:8081/api/users/,1481,0,2
1697729266113,2230,Login,200,,Load Test  2-17,text,true,,28508,1186,5,18,http://localhost:8081/,469,0,0
1697729266113,469,Login-0,302,,Load Test  2-17,,true,,412,746,5,18,http://localhost:8081/authenticate,469,0,0
1697729266583,1760,Login-1,200,,Load Test  2-17,text,true,,28096,440,5,18,http://localhost:8081/,1756,0,0
1697729266839,1778,Register Random User,409,,Stress Test  1-97,text,false,Status code should be 200,689,677,7,19,http://localhost:8081/api/users/,1778,0,2
1697729265828,3048,Delete Post,500,,Spike Test  4-9,text,false,Status code should be 200,773,593,5,19,http://localhost:8081/api/post/auth/manager?postId=1453,3048,0,0
1697729267576,1376,Register Random User,409,,Load Test  2-16,text,false,Status code should be 200,689,677,5,19,http://localhost:8081/api/users/,1376,0,2
1697729265330,3628,Create Post,500,,Spike Test  4-10,text,false,Status code should be 200,773,581,5,19,http://localhost:8081/api/post/auth/creator,3628,0,0
1697729268961,12,Delete Post,400,,Spike Test  4-10,text,false,Status code should be 200,800,597,5,19,http://localhost:8081/api/post/auth/manager?postId=,11,0,3
1697729265534,3499,Create Post,500,,Stress Test  1-98,text,false,Status code should be 200,773,581,7,19,http://localhost:8081/api/post/auth/creator,3499,0,0
1697729269036,10,Delete Post,400,,Stress Test  1-98,text,false,Status code should be 200,800,601,7,19,http://localhost:8081/api/post/auth/manager?postId=,9,0,2
1697729265527,3558,Delete Post,500,,Load Test  2-20,text,false,Status code should be 200,773,595,5,19,http://localhost:8081/api/post/auth/manager?postId=1451,3557,0,0
1697729267837,1472,Register Random User,409,,Load Test  2-18,text,false,Status code should be 200,689,677,5,20,http://localhost:8081/api/users/,1472,0,2
1697729265135,4212,Delete Post,200,,Stress Test  1-100,,true,,303,611,7,20,http://localhost:8081/api/post/auth/manager?postId=1449,4212,0,0
1697729268314,1075,Register Random User,409,,Spike Test  4-6,text,false,Status code should be 200,689,677,6,20,http://localhost:8081/api/users/,1075,0,2
1697729268448,978,Register Random User,409,,Stress Test  1-94,text,false,Status code should be 200,689,677,7,20,http://localhost:8081/api/users/,978,0,2
1697729268882,761,Register Random User,409,,Spike Test  4-9,text,false,Status code should be 200,689,677,6,21,http://localhost:8081/api/users/,761,0,2
1697729265722,3946,Create Post,500,,Spike Test  4-8,text,false,Status code should be 200,929,581,6,21,http://localhost:8081/api/post/auth/creator,3946,0,0
1697729268978,697,Register Random User,409,,Spike Test  4-10,text,false,Status code should be 200,689,677,6,21,http://localhost:8081/api/users/,697,0,2
1697729269671,12,Delete Post,400,,Spike Test  4-8,text,false,Status code should be 200,800,603,6,21,http://localhost:8081/api/post/auth/manager?postId=,12,0,3
1697729269089,674,Register Random User,409,,Load Test  2-20,text,false,Status code should be 200,689,677,6,21,http://localhost:8081/api/users/,674,0,2
1697729267088,2795,Login,200,,Endurance Test  3-9,text,true,,28508,1146,2,22,http://localhost:8081/,1762,0,0
1697729267088,1762,Login-0,302,,Endurance Test  3-9,,true,,412,706,2,22,http://localhost:8081/authenticate,1762,0,0
1697729268852,1031,Login-1,200,,Endurance Test  3-9,text,true,,28096,440,2,22,http://localhost:8081/,1028,0,0
1697729269095,915,Register Random User,409,,Spike Test  4-30,text,false,Status code should be 200,689,677,7,22,http://localhost:8081/api/users/,915,0,4
1697729269049,1001,Register Random User,409,,Stress Test  1-98,text,false,Status code should be 200,689,677,7,22,http://localhost:8081/api/users/,1001,0,2
1697729268132,1929,Login,200,,Stress Test  1-95,text,true,,28508,1150,7,22,http://localhost:8081/,1102,0,0
1697729268132,1102,Login-0,302,,Stress Test  1-95,,true,,412,710,7,22,http://localhost:8081/authenticate,1102,0,0
1697729269235,826,Login-1,200,,Stress Test  1-95,text,true,,28096,440,7,22,http://localhost:8081/,825,0,0
1697729265860,4209,Create Post,500,,Load Test  2-19,text,false,Status code should be 200,929,581,6,22,http://localhost:8081/api/post/auth/creator,4209,0,0
1697729270072,12,Delete Post,400,,Load Test  2-19,text,false,Status code should be 200,800,597,6,22,http://localhost:8081/api/post/auth/manager?postId=,11,0,3
1697729268620,1772,Login,200,,Stress Test  1-97,text,true,,28508,1150,8,25,http://localhost:8081/,772,0,0
1697729268620,772,Login-0,302,,Stress Test  1-97,,true,,412,710,8,25,http://localhost:8081/authenticate,772,0,0
1697729269393,999,Login-1,200,,Stress Test  1-97,text,true,,28096,440,8,25,http://localhost:8081/,995,0,0
1697729269689,785,Register Random User,409,,Spike Test  4-8,text,false,Status code should be 200,689,677,8,25,http://localhost:8081/api/users/,784,0,2
1697729266278,4242,Create Post,500,,Stress Test  1-96,text,false,Status code should be 200,929,581,8,25,http://localhost:8081/api/post/auth/creator,4242,0,0
1697729270523,11,Delete Post,400,,Stress Test  1-96,text,false,Status code should be 200,800,591,8,25,http://localhost:8081/api/post/auth/manager?postId=,10,0,2
1697729269351,1192,Register Random User,409,,Stress Test  1-100,text,false,Status code should be 200,689,677,8,25,http://localhost:8081/api/users/,1192,0,2
1697729268954,1693,Login,200,,Load Test  2-16,text,true,,28508,1174,6,26,http://localhost:8081/,603,0,0
1697729268954,603,Login-0,302,,Load Test  2-16,,true,,412,734,6,26,http://localhost:8081/authenticate,603,0,0
1697729269558,1089,Login-1,200,,Load Test  2-16,text,true,,28096,440,6,26,http://localhost:8081/,1086,0,0
1697729267344,3320,Login,200,,Spike Test  4-7,text,true,,28508,1146,9,26,http://localhost:8081/,2298,0,0
1697729267344,2298,Login-0,302,,Spike Test  4-7,,true,,412,706,9,26,http://localhost:8081/authenticate,2298,0,0
1697729269643,1021,Login-1,200,,Spike Test  4-7,text,true,,28096,440,9,26,http://localhost:8081/,1018,0,0
1697729269814,921,Register Random User,409,,Spike Test  4-29,text,false,Status code should be 200,689,677,9,26,http://localhost:8081/api/users/,921,0,3
1697729269577,1299,Register Random User,409,,Load Test  2-15,text,false,Status code should be 200,689,677,6,26,http://localhost:8081/api/users/,1299,0,2
1697729269311,1568,Login,200,,Load Test  2-18,text,true,,28508,1158,6,26,http://localhost:8081/,594,0,0
1697729269311,594,Login-0,302,,Load Test  2-18,,true,,412,718,6,26,http://localhost:8081/authenticate,594,0,0
1697729269905,974,Login-1,200,,Load Test  2-18,text,true,,28096,440,6,26,http://localhost:8081/,970,0,0
1697729270087,863,Register Random User,409,,Load Test  2-19,text,false,Status code should be 200,689,677,6,26,http://localhost:8081/api/users/,863,0,2
1697729266984,4002,Create Post,500,,Endurance Test  3-10,text,false,Status code should be 200,929,581,3,26,http://localhost:8081/api/post/auth/creator,4001,0,0
1697729270989,10,Delete Post,400,,Endurance Test  3-10,text,false,Status code should be 200,800,597,3,26,http://localhost:8081/api/post/auth/manager?postId=,9,0,2
1697729269427,1791,Login,200,,Stress Test  1-94,text,true,,28508,1174,8,26,http://localhost:8081/,767,0,0
1697729269427,767,Login-0,302,,Stress Test  1-94,,true,,412,734,8,26,http://localhost:8081/authenticate,767,0,0
1697729270194,1024,Login-1,200,,Stress Test  1-94,text,true,,28096,440,8,26,http://localhost:8081/,1021,0,0
1697729270181,1061,Register Random User,409,,Endurance Test  3-8,text,false,Status code should be 200,689,677,3,26,http://localhost:8081/api/users/,1061,0,2
1697729269677,1588,Login,200,,Spike Test  4-10,text,true,,28508,1182,9,26,http://localhost:8081/,677,0,0
1697729269677,677,Login-0,302,,Spike Test  4-10,,true,,412,742,9,26,http://localhost:8081/authenticate,677,0,0
1697729270355,910,Login-1,200,,Spike Test  4-10,text,true,,28096,440,9,26,http://localhost:8081/,906,0,0
1697729269390,1913,Login,200,,Spike Test  4-6,text,true,,28508,1158,9,26,http://localhost:8081/,981,0,0
1697729269390,981,Login-0,302,,Spike Test  4-6,,true,,412,718,9,26,http://localhost:8081/authenticate,981,0,0
1697729270371,932,Login-1,200,,Spike Test  4-6,text,true,,28096,440,9,26,http://localhost:8081/,929,0,0
1697729270265,1083,Register Random User,409,,Stress Test  1-93,text,false,Status code should be 200,689,677,8,27,http://localhost:8081/api/users/,1083,0,2
1697729269644,1805,Login,200,,Spike Test  4-9,text,true,,28508,1170,10,27,http://localhost:8081/,715,0,0
1697729269644,715,Login-0,302,,Spike Test  4-9,,true,,412,730,10,27,http://localhost:8081/authenticate,715,0,0
1697729270360,1089,Login-1,200,,Spike Test  4-9,text,true,,28096,440,10,27,http://localhost:8081/,1086,0,0
1697729270332,1189,Register Random User,409,,Spike Test  4-5,text,false,Status code should be 200,689,677,10,27,http://localhost:8081/api/users/,1189,0,3
1697729270539,1057,Register Random User,409,,Stress Test  1-96,text,false,Status code should be 200,689,677,8,28,http://localhost:8081/api/users/,1057,0,2
1697729270570,1159,Register Random User,409,,Spike Test  4-28,text,false,Status code should be 200,689,677,10,28,http://localhost:8081/api/users/,1159,0,2
1697729267870,3889,Create Post,200,,Stress Test  1-99,text,true,,561,581,8,28,http://localhost:8081/api/post/auth/creator,3888,0,0
1697729270011,1910,Login,200,,Spike Test  4-30,text,true,,28508,1158,10,28,http://localhost:8081/,747,0,0
1697729270011,747,Login-0,302,,Spike Test  4-30,,true,,412,718,10,28,http://localhost:8081/authenticate,747,0,0
1697729270759,1162,Login-1,200,,Spike Test  4-30,text,true,,28096,440,10,28,http://localhost:8081/,1159,0,0
1697729271002,1007,Register Random User,409,,Endurance Test  3-10,text,false,Status code should be 200,689,677,3,28,http://localhost:8081/api/users/,1007,0,2
1697729270475,1971,Login,200,,Spike Test  4-8,text,true,,28508,1146,12,31,http://localhost:8081/,754,0,0
1697729270475,754,Login-0,302,,Spike Test  4-8,,true,,412,706,12,31,http://localhost:8081/authenticate,754,0,0
1697729271230,1216,Login-1,200,,Spike Test  4-8,text,true,,28096,440,12,31,http://localhost:8081/,1213,0,0
1697729268345,4283,Create Post,200,,Load Test  2-17,text,true,,561,581,7,31,http://localhost:8081/api/post/auth/creator,4283,0,0
1697729269764,3476,Login,200,,Load Test  2-20,text,true,,28508,1178,7,32,http://localhost:8081/,1710,0,0
1697729269764,1710,Login-0,302,,Load Test  2-20,,true,,412,738,7,32,http://localhost:8081/authenticate,1710,0,0
1697729271475,1765,Login-1,200,,Load Test  2-20,text,true,,28096,440,7,32,http://localhost:8081/,1762,0,0
1697729269886,3424,Create Post,200,,Endurance Test  3-9,text,true,,561,581,3,32,http://localhost:8081/api/post/auth/creator,3424,0,0
1697729271315,2196,Register Random User,409,,Spike Test  4-27,text,false,Status code should be 200,689,677,13,32,http://localhost:8081/api/users/,2196,0,2
1697729270394,3662,Create Post,200,,Stress Test  1-97,text,true,,561,581,10,35,http://localhost:8081/api/post/auth/creator,3662,0,0
1697729270736,3369,Login,200,,Spike Test  4-29,text,true,,28508,1146,14,35,http://localhost:8081/,1024,0,0
1697729270736,1024,Login-0,302,,Spike Test  4-29,,true,,412,706,14,35,http://localhost:8081/authenticate,1024,0,0
1697729271761,2344,Login-1,200,,Spike Test  4-29,text,true,,28096,440,14,35,http://localhost:8081/,2341,0,0
1697729270877,3741,Login,200,,Load Test  2-15,text,true,,28508,1154,8,38,http://localhost:8081/,972,0,0
1697729270877,972,Login-0,302,,Load Test  2-15,,true,,412,714,8,38,http://localhost:8081/authenticate,972,0,0
1697729271849,2769,Login-1,200,,Load Test  2-15,text,true,,28096,440,8,38,http://localhost:8081/,2766,0,0
1697729270649,4094,Create Post,200,,Load Test  2-16,text,true,,561,581,8,38,http://localhost:8081/api/post/auth/creator,4094,0,0
1697729272049,2918,Register Random User,409,,Stress Test  1-92,text,false,Status code should be 200,689,677,10,38,http://localhost:8081/api/users/,2918,0,2
1697729272064,2960,Register Random User,409,,Spike Test  4-26,text,false,Status code should be 200,689,677,16,38,http://localhost:8081/api/users/,2960,0,2
1697729270544,4972,Login,200,,Stress Test  1-100,text,true,,28508,1158,10,39,http://localhost:8081/,1702,0,0
1697729270544,1702,Login-0,302,,Stress Test  1-100,,true,,412,718,10,39,http://localhost:8081/authenticate,1702,0,0
1697729272247,3269,Login-1,200,,Stress Test  1-100,text,true,,28096,440,10,39,http://localhost:8081/,3266,0,0
1697729272314,3485,Register Random User,409,,Spike Test  4-4,text,false,Status code should be 200,689,677,17,41,http://localhost:8081/api/users/,3485,0,2
1697729271760,5268,Delete Post,500,,Stress Test  1-99,text,false,Status code should be 200,773,597,11,44,http://localhost:8081/api/post/auth/manager?postId=1462,5268,0,0
1697729270666,6948,Create Post,200,,Spike Test  4-7,text,true,,561,581,21,47,http://localhost:8081/api/post/auth/creator,6948,0,0
1697729270880,6821,Create Post,500,,Load Test  2-18,text,false,Status code should be 200,773,581,10,47,http://localhost:8081/api/post/auth/creator,6821,0,0
1697729277702,10,Delete Post,400,,Load Test  2-18,text,false,Status code should be 200,800,589,10,47,http://localhost:8081/api/post/auth/manager?postId=,10,0,3
1697729272814,5152,Register Random User,409,,Spike Test  4-25,text,false,Status code should be 200,689,677,21,47,http://localhost:8081/api/users/,5152,0,2
1697729271349,6800,Login,200,,Stress Test  1-93,text,true,,28508,1154,12,48,http://localhost:8081/,1509,0,0
1697729271349,1509,Login-0,302,,Stress Test  1-93,,true,,412,714,12,48,http://localhost:8081/authenticate,1509,0,0
1697729272857,5292,Login-1,200,,Stress Test  1-93,text,true,,28096,440,12,48,http://localhost:8081/,5289,0,0
1697729272630,7479,Delete Post,500,,Load Test  2-17,text,false,Status code should be 200,773,603,11,54,http://localhost:8081/api/post/auth/manager?postId=1463,7479,0,0
1697729271220,17953,Create Post,200,,Stress Test  1-94,text,true,,561,581,18,70,http://localhost:8081/api/post/auth/creator,17953,0,0
1697729270052,19171,Login,200,,Stress Test  1-98,text,true,,28508,1186,18,70,http://localhost:8081/,754,0,0
1697729270052,754,Login-0,302,,Stress Test  1-98,,true,,412,746,18,70,http://localhost:8081/authenticate,754,0,0
1697729270807,18416,Login-1,200,,Stress Test  1-98,text,true,,28096,440,18,70,http://localhost:8081/,18413,0,0
1697729271522,18249,Login,200,,Spike Test  4-5,text,true,,28508,1174,30,71,http://localhost:8081/,2020,0,0
1697729271522,2020,Login-0,302,,Spike Test  4-5,,true,,412,734,30,71,http://localhost:8081/authenticate,2020,0,0
1697729273543,16228,Login-1,200,,Spike Test  4-5,text,true,,28096,440,30,71,http://localhost:8081/,16225,0,0
1697729271730,18143,Login,200,,Spike Test  4-28,text,true,,28508,1162,30,71,http://localhost:8081/,1973,0,0
1697729271730,1973,Login-0,302,,Spike Test  4-28,,true,,412,722,30,71,http://localhost:8081/authenticate,1973,0,0
1697729273702,16171,Login-1,200,,Spike Test  4-28,text,true,,28096,440,30,71,http://localhost:8081/,16168,0,0
